first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age
Jacklin,Duchant,F,77,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,939,0.4675,81
Colas,Gabbitas,M,98,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,939,0.4675,75
Claudetta,Ricciardiello,F,61,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,939,0.4675,47
Angele,Cadore,F,5,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,939,0.4675,67
Cicily,Hast,F,63,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,939,0.4675,50
Harland,Messenger,M,90,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,944,0.46,47
Sim,Constantinou,M,91,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,944,0.46,29
Shanon,Rolfe,F,63,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,944,0.46,80
Chryste,Oddboy,F,44,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,947,0.459,33
Edin,Patinkin,F,35,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,948,0.456875,29
Nolly,Ivanchikov,M,13,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,948,0.456875,27
Michele,Pammenter,M,23,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,948,0.456875,38
Liane,Abelevitz,F,26,Operator,Financial Services,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,951,0.4505,45
Philbert,Bangs,M,67,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,951,0.4505,55
Candy,,F,23,Associate Professor,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,951,0.4505,44
Noami,Cokly,F,74,Associate Professor,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,954,0.45,59
Lyndell,Jereatt,F,14,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,954,0.45,27
Maximilien,Bourget,M,12,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,956,0.44625,52
Benedikta,Naptin,F,59,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,956,0.44625,26
Rhodie,Gaskall,F,83,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,956,0.44625,57
Afton,Andrassy,F,78,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,956,0.44625,23
Blondell,Dibdall,F,62,Programmer III,Financial Services,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,960,0.442,54
Sonia,Dunstall,F,0,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,960,0.442,46
Benedikt,Adamou,M,15,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,960,0.442,34
Don,Spratling,M,82,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,963,0.44,52
Moll,Ogilby,F,25,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,963,0.44,41
Jammie,Seldner,F,42,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,963,0.44,46
Inglis,Pickaver,M,33,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,963,0.44,27
Clarabelle,Broschek,F,6,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,967,0.435625,58
Tillie,Bisseker,F,74,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,967,0.435625,61
Irving,Babcock,M,60,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,967,0.435625,35
Evered,Gludor,M,3,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,967,0.435625,70
Mavra,Finan,F,30,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,967,0.435625,54
Frieda,Tavinor,F,43,Associate Professor,Financial Services,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,Australia,6,972,0.43,22
Ellwood,Budden,M,82,Associate Professor,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,972,0.43,23
Alex,Patshull,F,37,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,974,0.425,55
Aundrea,Outridge,F,77,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,974,0.425,20
Amby,Bodega,M,63,Recruiter,Financial Services,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,974,0.425,53
Esme,Pilipets,M,15,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,977,0.42,54
Beverly,Domnick,F,56,Structural Analysis Engineer,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,977,0.42,83
Artemis,Swanson,M,77,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,979,0.4165,44
Daryle,Marginson,M,93,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,979,0.4165,35
Tyne,Anshell,F,71,Mechanical Systems Engineer,Financial Services,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,979,0.4165,29
Leona,Shorrock,F,83,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,979,0.4165,70
Bertrando,Carass,M,45,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,983,0.41,65
Augusta,Munns,F,5,Quality Control Specialist,Financial Services,Mass Customer,N,No,21,607 Memorial Avenue,2074,NSW,Australia,11,983,0.41,70
Pauline,Dallosso,U,82,Desktop Support Technician,IT,Affluent Customer,N,Yes,0,9594 Badeau Street,2050,NSW,Australia,10,985,0.408,50
Lauralee,Fudge,F,83,Research Nurse,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,Australia,4,985,0.408,34
Consalve,Ballay,M,41,Web Developer I,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,987,0.4,62
Lolly,Prewer,F,44,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,988,0.3995,24
Vyky,Pegg,F,64,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,988,0.3995,78
Kellen,Pawelski,F,83,Associate Professor,Manufacturing,High Net Worth,N,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,988,0.3995,76
Jermaine,Bagshawe,F,60,Help Desk Operator,Property,Mass Customer,N,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,988,0.3995,67
Bryan,Jachtym,M,59,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,988,0.3995,47
Renie,Laundon,F,32,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,993,0.391,48
Weidar,Etheridge,M,38,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6,0535 Jay Point,2422,NSW,Australia,4,994,0.3825,62
Datha,Fishburn,F,15,Office Assistant IV,Retail,Mass Customer,N,No,3,6 Caliangt Way,3079,VIC,Australia,12,994,0.3825,31
Ferdinand,Romanetti,M,60,Paralegal,Financial Services,Affluent Customer,N,No,9,2 Sloan Way,2200,NSW,Australia,7,996,0.374,62
Burk,Wortley,M,22,Senior Sales Associate,Health,Mass Customer,N,No,6,04 Union Crossing,2196,NSW,Australia,10,997,0.357,20
Melloney,Temby,F,17,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,N,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,997,0.357,67
Dickie,Cubbini,M,30,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,997,0.357,69
Sylas,Duffill,M,56,Staff Accountant IV,Property,Mass Customer,N,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,1000,0.34,66
